,,,,  Consumer,,,,,Real,,Real,Earnings,,Earnings,,,Monthly,Real,,,,,,,
,S&P,,,Price,,Long,,,Total,,TR,Ratio,,Ratio,,Excess,Total,Total,10 Year,10 Year,Real 10 Year,,,,
,Comp.,Dividend,Earnings,Index,Date  ,Interest,Real,Real,Return,Real,Scaled,P/E10 or,,TR P/E10 or,,CAPE,Bond,Bond,Annualized Stock,Annualized Bonds ,Excess Annualized ,,,,
Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Price,Earnings,Earnings,CAPE,,TR CAPE,,Yield,Returns,Returns,Real Return,Real Return,Returns,,,,
1882.04,5.78,0.32,0.44,10.37,1882.29,3.62,152.15,8.42,299.33,11.50,22.62,14.92,,19.15,,0.75%,1.00,2.32,8.80%,7.68%,1.12%,,,,
1882.05,5.71,0.32,0.44,10.47,1882.37,3.62,148.94,8.35,294.39,11.37,22.47,14.57,,18.70,,1.00%,1.00,2.30,9.02%,7.77%,1.25%,,,,
1882.06,5.68,0.32,0.44,10.56,1882.46,3.62,146.83,8.27,291.56,11.24,22.33,14.33,,18.39,,1.27%,1.00,2.29,9.10%,7.85%,1.25%,,,,
1882.07,6.00,0.32,0.43,10.47,1882.54,3.63,156.51,8.35,312.17,11.33,22.59,15.24,,19.56,,0.91%,1.00,2.32,8.11%,7.46%,0.65%,,,,
1882.08,6.18,0.32,0.43,10.56,1882.62,3.63,159.75,8.27,320.02,11.20,22.44,15.53,,19.91,,0.80%,1.00,2.30,7.89%,7.41%,0.49%,,,,
1882.09,6.24,0.32,0.43,10.28,1882.71,3.63,165.78,8.50,333.52,11.49,23.12,16.08,,20.62,,0.24%,1.00,2.37,7.21%,7.10%,0.11%,,,,
1882.1,6.07,0.32,0.43,10.18,1882.79,3.63,162.77,8.58,328.90,11.58,23.39,15.76,,20.19,,0.49%,1.00,2.40,7.62%,6.99%,0.62%,,,,
1882.11,5.81,0.32,0.43,10.09,1882.87,3.63,157.27,8.66,319.24,11.66,23.67,15.19,,19.47,,0.35%,1.00,2.43,7.66%,6.61%,1.05%,,,,
1882.12,5.84,0.32,0.43,9.99,1882.96,3.63,159.59,8.74,325.42,11.75,23.96,15.38,,19.70,,0.32%,1.00,2.46,7.24%,6.37%,0.88%,,,,
1883.01,5.81,0.32,0.43,9.99,1883.04,3.63,158.77,8.77,325.24,11.68,23.93,15.27,,19.56,,0.36%,1.00,2.47,7.08%,5.97%,1.12%,,,,
1883.02,5.68,0.32,0.43,10.09,1883.12,3.63,153.75,8.71,316.45,11.50,23.68,14.76,,18.90,,0.47%,1.00,2.45,7.10%,5.94%,1.15%,,,,
1883.03,5.75,0.32,0.42,9.99,1883.21,3.63,157.13,8.81,324.91,11.55,23.87,15.05,,19.27,,0.25%,1.00,2.49,6.72%,6.10%,0.61%,,,,
1883.04,5.87,0.32,0.42,9.90,1883.29,3.63,161.95,8.92,336.42,11.59,24.07,15.48,,19.82,,-0.03%,1.00,2.52,6.52%,6.13%,0.38%,,,,
1883.05,5.77,0.32,0.42,9.80,1883.37,3.63,160.74,9.03,335.47,11.63,24.27,15.34,,19.63,,0.15%,1.00,2.55,5.74%,6.17%,-0.43%,,,,
1883.06,5.82,0.33,0.42,9.51,1883.46,3.63,166.99,9.33,350.14,11.91,24.97,15.90,,20.36,,-0.08%,1.00,2.63,5.09%,6.13%,-1.04%,,,,
1883.07,5.73,0.33,0.41,9.32,1883.54,3.63,167.77,9.54,353.43,12.08,25.44,15.95,,20.41,,-0.29%,1.00,2.70,4.29%,6.19%,-1.90%,,,,
1883.08,5.47,0.33,0.41,9.32,1883.62,3.62,160.16,9.57,339.08,12.00,25.42,15.20,,19.45,,0.02%,1.00,2.70,4.94%,6.62%,-1.68%,,,,
1883.09,5.53,0.33,0.41,9.23,1883.71,3.62,163.58,9.69,348.04,12.05,25.65,15.49,,19.83,,-0.20%,1.00,2.74,5.02%,6.09%,-1.07%,,,,
1883.1,5.38,0.33,0.41,9.23,1883.79,3.62,159.14,9.71,340.32,11.98,25.62,15.05,,19.26,,0.21%,1.00,2.75,5.47%,5.96%,-0.48%,,,,
1883.11,5.46,0.33,0.40,9.13,1883.87,3.62,163.19,9.84,350.73,12.03,25.86,15.41,,19.72,,0.26%,1.00,2.79,5.64%,6.13%,-0.49%,,,,
1883.12,5.34,0.33,0.40,9.23,1883.96,3.62,157.96,9.76,341.24,11.83,25.56,14.90,,19.07,,0.36%,1.00,2.77,5.75%,6.38%,-0.64%,,,,
1884.01,5.18,0.33,0.39,9.23,1884.04,3.62,153.23,9.71,332.76,11.61,25.21,14.43,,18.48,,0.42%,1.00,2.78,6.14%,6.68%,-0.54%,,,,
1884.02,5.32,0.33,0.39,9.23,1884.12,3.61,157.37,9.66,343.50,11.39,24.86,14.81,,18.96,,0.26%,1.00,2.79,6.14%,6.84%,-0.70%,,,,
1884.03,5.30,0.33,0.38,9.23,1884.21,3.60,156.78,9.61,343.96,11.17,24.50,14.74,,18.88,,0.30%,1.00,2.80,6.79%,7.16%,-0.37%,,,,
1884.04,5.06,0.32,0.37,9.04,1884.29,3.60,152.83,9.76,337.08,11.18,24.65,14.35,,18.40,,0.43%,1.00,2.87,7.19%,6.94%,0.25%,,,,
1884.05,4.65,0.32,0.36,8.85,1884.37,3.59,143.47,9.93,318.26,11.18,24.81,13.47,,17.27,,0.77%,1.00,2.94,7.45%,6.73%,0.72%,,,,
1884.06,4.46,0.32,0.36,8.85,1884.46,3.58,137.60,9.87,307.08,10.95,24.44,12.91,,16.58,,1.33%,1.00,2.95,7.74%,6.74%,1.00%,,,,
1884.07,4.46,0.32,0.35,8.75,1884.54,3.57,139.10,9.93,312.26,10.84,24.33,13.04,,16.77,,1.08%,1.00,2.99,7.38%,6.63%,0.74%,,,,
1884.08,4.74,0.32,0.34,8.75,1884.62,3.56,147.83,9.88,333.71,10.60,23.94,13.86,,17.83,,0.71%,1.00,3.00,6.80%,6.34%,0.46%,,,,
1884.09,4.59,0.32,0.33,8.66,1884.71,3.55,144.73,9.93,328.57,10.48,23.80,13.57,,17.47,,0.77%,1.00,3.05,7.03%,6.09%,0.94%,,,,
1884.1,4.44,0.31,0.33,8.56,1884.79,3.55,141.55,9.99,323.25,10.36,23.66,13.27,,17.11,,0.99%,1.00,3.09,7.21%,6.28%,0.93%,,,,
1884.11,4.35,0.31,0.32,8.37,1884.87,3.54,141.84,10.16,325.83,10.35,23.78,13.30,,17.17,,0.85%,1.00,3.17,7.17%,6.05%,1.12%,,,,
1884.12,4.34,0.31,0.31,8.28,1884.96,3.53,143.14,10.22,330.78,10.22,23.63,13.43,,17.36,,0.67%,1.00,3.22,7.11%,6.09%,1.02%,,,,
1885.01,4.24,0.30,0.31,8.28,1885.04,3.52,139.84,10.03,325.09,10.12,23.52,13.13,,16.99,,0.85%,1.00,3.23,7.21%,6.10%,1.11%,,,,
1885.02,4.37,0.30,0.30,8.37,1885.12,3.51,142.49,9.73,333.13,9.89,23.12,13.38,,17.33,,0.83%,1.00,3.21,6.84%,6.20%,0.64%,,,,
1885.03,4.38,0.29,0.30,8.18,1885.21,3.50,146.14,9.76,343.56,10.01,23.53,13.73,,17.80,,0.43%,1.00,3.30,6.56%,5.93%,0.62%,,,,
1885.04,4.37,0.29,0.30,8.28,1885.29,3.48,144.13,9.46,340.69,9.79,23.13,13.55,,17.58,,0.57%,1.00,3.27,6.68%,5.59%,1.10%,,,,
1885.05,4.32,0.28,0.29,8.09,1885.37,3.47,145.83,9.48,346.58,9.90,23.53,13.71,,17.80,,0.51%,1.00,3.36,6.96%,5.17%,1.79%,,,,
1885.06,4.30,0.28,0.29,7.90,1885.46,3.46,148.65,9.51,355.17,10.03,23.95,13.98,,18.17,,0.32%,1.00,3.46,6.80%,4.76%,2.04%,,,,
1885.07,4.46,0.27,0.29,7.99,1885.54,3.45,152.35,9.20,365.83,9.79,23.52,14.33,,18.63,,0.28%,1.00,3.43,6.71%,5.01%,1.70%,,,,
1885.08,4.71,0.26,0.28,7.99,1885.62,3.43,160.89,8.99,388.14,9.68,23.35,15.13,,19.68,,-0.16%,1.00,3.44,6.42%,5.13%,1.29%,,,,
1885.09,4.65,0.26,0.28,7.90,1885.71,3.42,160.75,8.90,389.60,9.68,23.46,15.12,,19.66,,-0.18%,1.00,3.50,6.48%,4.99%,1.50%,,,,
1885.1,4.92,0.25,0.28,7.90,1885.79,3.41,170.08,8.70,413.98,9.57,23.28,15.99,,20.80,,-0.53%,1.00,3.51,5.72%,4.97%,0.75%,,,,
1885.11,5.24,0.25,0.27,7.99,1885.87,3.40,178.99,8.40,437.36,9.34,22.81,16.82,,21.88,,-0.63%,1.00,3.48,4.82%,5.07%,-0.26%,,,,
1885.12,5.20,0.24,0.27,8.18,1885.96,3.38,173.49,8.01,425.56,9.01,22.10,16.30,,21.19,,-0.11%,1.00,3.42,4.65%,5.45%,-0.79%,,,,
1886.01,5.20,0.24,0.28,7.99,1886.04,3.37,177.62,8.14,437.36,9.39,23.13,16.69,,21.69,,-0.39%,1.00,3.51,4.43%,5.33%,-0.90%,,,,
1886.02,5.30,0.24,0.28,7.99,1886.12,3.38,181.04,8.09,447.43,9.56,23.64,17.01,,22.09,,-0.51%,1.00,3.52,4.81%,5.51%,-0.70%,,,,
1886.03,5.19,0.24,0.29,7.90,1886.21,3.40,179.42,8.12,445.09,9.85,24.44,16.84,,21.87,,-0.58%,1.00,3.56,4.74%,5.41%,-0.67%,,,,
1886.04,5.12,0.23,0.29,7.80,1886.29,3.41,179.16,8.16,446.13,10.15,25.27,16.80,,21.81,,-0.61%,1.00,3.61,5.00%,5.46%,-0.46%,,,,
1886.05,5.02,0.23,0.30,7.61,1886.37,3.42,180.05,8.31,450.08,10.58,26.45,16.86,,21.89,,-0.54%,1.00,3.71,5.05%,5.39%,-0.33%,,,,
1886.06,5.25,0.23,0.30,7.52,1886.46,3.43,190.68,8.35,478.40,10.90,27.34,17.83,,23.13,,-0.72%,1.00,3.77,4.42%,5.44%,-1.02%,,,,
1886.07,5.33,0.23,0.31,7.61,1886.54,3.45,191.17,8.19,481.33,10.94,27.54,17.85,,23.13,,-0.62%,1.00,3.73,3.69%,5.60%,-1.90%,,,,
1886.08,5.37,0.23,0.31,7.71,1886.62,3.46,190.23,8.03,480.64,10.98,27.75,17.72,,22.95,,-0.56%,1.00,3.69,3.14%,5.76%,-2.61%,,,,
1886.09,5.51,0.23,0.32,7.71,1886.71,3.47,195.18,7.97,494.85,11.16,28.29,18.15,,23.48,,-0.80%,1.00,3.69,3.41%,5.78%,-2.37%,,,,
1886.1,5.65,0.22,0.32,7.71,1886.79,3.48,200.14,7.91,509.09,11.34,28.83,18.56,,24.00,,-1.11%,1.00,3.70,3.08%,5.49%,-2.41%,,,,
1886.11,5.79,0.22,0.33,7.71,1886.87,3.50,205.10,7.85,523.37,11.51,29.38,18.97,,24.50,,-1.32%,1.00,3.71,3.21%,5.21%,-2.00%,,,,
1886.12,5.64,0.22,0.33,7.80,1886.96,3.51,197.35,7.70,505.23,11.55,29.56,18.19,,23.49,,-1.17%,1.00,3.67,3.23%,5.37%,-2.14%,,,,
1887.01,5.58,0.22,0.33,7.99,1887.04,3.52,190.60,7.60,489.58,11.36,29.17,17.51,,22.59,,-0.90%,1.00,3.59,3.89%,5.95%,-2.06%,,,,
1887.02,5.54,0.23,0.34,8.09,1887.12,3.53,187.01,7.60,481.97,11.31,29.14,17.13,,22.08,,-0.41%,1.00,3.55,3.99%,6.09%,-2.10%,,,,
1887.03,5.67,0.23,0.34,8.09,1887.21,3.55,191.40,7.68,494.93,11.39,29.46,17.47,,22.52,,-0.10%,1.00,3.56,3.78%,6.10%,-2.33%,,,,
1887.04,5.80,0.23,0.34,8.09,1887.29,3.56,195.79,7.76,507.95,11.48,29.78,17.82,,22.95,,-0.49%,1.00,3.57,3.37%,6.28%,-2.90%,,,,
1887.05,5.90,0.23,0.34,8.09,1887.37,3.57,199.16,7.85,518.41,11.56,30.09,18.08,,23.26,,-0.76%,1.00,3.57,3.41%,6.45%,-3.04%,,,,
1887.06,5.73,0.24,0.35,7.99,1887.46,3.58,195.73,8.03,511.21,11.78,30.78,17.71,,22.78,,-0.23%,1.00,3.62,4.06%,6.34%,-2.28%,,,,
1887.07,5.59,0.24,0.35,7.90,1887.54,3.60,193.25,8.21,506.51,12.01,31.49,17.43,,22.42,,-0.37%,1.00,3.67,4.65%,6.22%,-1.58%,,,,
1887.08,5.45,0.24,0.35,7.99,1887.62,3.61,186.16,8.20,489.74,11.96,31.45,16.74,,21.52,,0.35%,1.00,3.64,5.23%,5.89%,-0.66%,,,,
1887.09,5.38,0.24,0.35,7.90,1887.71,3.62,185.99,8.38,491.11,12.19,32.18,16.68,,21.43,,0.34%,1.00,3.69,5.43%,5.47%,-0.05%,,,,
1887.1,5.20,0.25,0.36,7.99,1887.79,3.63,177.62,8.37,470.87,12.13,32.15,15.88,,20.41,,0.74%,1.00,3.65,5.71%,5.76%,-0.05%,,,,
1887.11,5.30,0.25,0.36,8.09,1887.87,3.65,178.91,8.35,476.13,12.07,32.12,15.95,,20.50,,1.01%,1.00,3.61,5.25%,5.90%,-0.65%,,,,
1887.12,5.27,0.25,0.36,8.28,1887.96,3.66,173.81,8.25,464.37,11.87,31.72,15.46,,19.86,,1.43%,1.00,3.54,5.77%,6.16%,-0.39%,,,,
1888.01,5.31,0.25,0.35,8.37,1888.04,3.67,173.14,8.10,464.38,11.47,30.76,15.36,,19.73,,1.87%,1.00,3.51,6.09%,6.29%,-0.21%,,,,
1888.02,5.28,0.25,0.34,8.28,1888.12,3.65,174.14,8.14,468.89,11.32,30.49,15.42,,19.81,,1.85%,1.00,3.56,5.85%,6.02%,-0.17%,,,,
1888.03,5.08,0.25,0.34,8.28,1888.21,3.63,167.54,8.08,452.94,11.05,29.87,14.81,,19.03,,2.35%,1.00,3.58,5.76%,6.02%,-0.26%,,,,
1888.04,5.10,0.24,0.33,8.18,1888.29,3.62,170.16,8.12,461.84,10.90,29.58,15.02,,19.30,,2.26%,1.00,3.64,5.40%,5.90%,-0.49%,,,,
1888.05,5.17,0.24,0.32,8.09,1888.37,3.60,174.52,8.16,475.53,10.74,29.28,15.39,,19.77,,2.33%,1.00,3.70,5.08%,5.06%,0.03%,,,,
1888.06,5.01,0.24,0.31,7.99,1888.46,3.58,171.13,8.20,468.16,10.59,28.97,15.08,,19.38,,2.59%,1.00,3.76,6.41%,5.65%,0.76%,,,,
1888.07,5.14,0.24,0.30,8.09,1888.54,3.56,173.51,8.04,476.49,10.18,27.97,15.28,,19.64,,2.53%,1.00,3.73,6.45%,5.92%,0.52%,,,,
1888.08,5.25,0.24,0.29,8.09,1888.62,3.54,177.22,7.99,488.52,9.90,27.29,15.60,,20.05,,2.30%,1.00,3.75,6.60%,5.92%,0.68%,,,,
1888.09,5.38,0.24,0.29,8.09,1888.71,3.52,181.61,7.93,502.44,9.62,26.62,15.99,,20.54,,2.16%,1.00,3.76,6.32%,5.92%,0.40%,,,,
1888.1,5.35,0.23,0.28,8.18,1888.79,3.51,178.50,7.78,495.62,9.23,25.63,15.72,,20.19,,2.52%,1.00,3.74,6.27%,6.04%,0.23%,,,,
1888.11,5.24,0.23,0.27,8.28,1888.87,3.49,172.82,7.64,481.62,8.85,24.66,15.22,,19.56,,2.97%,1.00,3.71,6.96%,6.17%,0.79%,,,,
1888.12,5.14,0.23,0.26,8.28,1888.96,3.47,169.52,7.59,474.19,8.57,23.99,14.95,,19.21,,3.34%,1.00,3.73,7.65%,6.02%,1.63%,,,,
1889.01,5.24,0.23,0.26,7.99,1889.04,3.45,178.99,7.83,502.51,8.99,25.25,15.80,,20.31,,2.53%,1.00,3.88,7.84%,5.64%,2.20%,,,,
1889.02,5.30,0.23,0.27,7.90,1889.12,3.45,183.22,7.89,516.23,9.22,25.98,16.19,,20.81,,2.14%,1.00,3.93,7.68%,5.22%,2.47%,,,,
1889.03,5.19,0.23,0.27,7.80,1889.21,3.45,181.61,7.96,513.55,9.45,26.72,16.07,,20.65,,2.19%,1.00,3.99,7.92%,5.08%,2.84%,,,,
1889.04,5.18,0.23,0.27,7.80,1889.29,3.44,181.26,7.93,514.43,9.56,27.14,16.05,,20.63,,2.31%,1.00,4.01,7.92%,4.93%,2.99%,,,,
1889.05,5.32,0.23,0.28,7.61,1889.37,3.44,190.81,8.10,543.46,9.92,28.27,16.92,,21.73,,1.75%,1.00,4.12,6.90%,4.66%,2.24%,,,,
1889.06,5.41,0.23,0.28,7.61,1889.46,3.44,194.04,8.07,554.57,10.04,28.70,17.22,,22.11,,1.77%,1.00,4.13,6.33%,4.51%,1.82%,,,,
1889.07,5.30,0.22,0.28,7.61,1889.54,3.44,190.09,8.04,545.21,10.16,29.14,16.89,,21.68,,1.77%,1.00,4.15,6.76%,4.36%,2.39%,,,,
1889.08,5.37,0.22,0.29,7.61,1889.62,3.43,192.60,8.01,554.32,10.28,29.59,17.13,,21.97,,1.68%,1.00,4.16,6.74%,4.22%,2.52%,,,,
1889.09,5.50,0.22,0.29,7.71,1889.71,3.43,194.83,7.88,562.62,10.27,29.67,17.35,,22.24,,1.40%,1.00,4.12,6.09%,3.94%,2.14%,,,,
1889.1,5.40,0.22,0.29,7.71,1889.79,3.43,191.29,7.85,554.28,10.39,30.11,17.05,,21.84,,0.96%,1.00,4.13,6.09%,3.80%,2.29%,,,,
1889.11,5.35,0.22,0.30,7.71,1889.87,3.43,189.52,7.82,551.04,10.51,30.56,16.91,,21.64,,0.50%,1.00,4.14,6.25%,3.67%,2.58%,,,,
1889.12,5.32,0.22,0.30,7.80,1889.96,3.42,186.16,7.70,543.13,10.50,30.63,16.61,,21.25,,0.44%,1.00,4.11,5.56%,3.66%,1.90%,,,,
1890.01,5.38,0.22,0.30,7.61,1890.04,3.42,192.96,7.89,564.91,10.73,31.42,17.22,,22.02,,-0.30%,1.00,4.22,5.32%,3.40%,1.92%,,,,
1890.02,5.32,0.22,0.30,7.61,1890.12,3.44,190.81,7.89,560.53,10.70,31.43,17.03,,21.76,,-0.25%,1.00,4.23,5.49%,3.29%,2.20%,,,,
1890.03,5.28,0.22,0.30,7.61,1890.21,3.45,189.37,7.89,558.25,10.67,31.45,16.90,,21.58,,-0.31%,1.00,4.23,5.65%,3.31%,2.35%,,,,
1890.04,5.39,0.22,0.30,7.61,1890.29,3.47,193.32,7.89,571.82,10.64,31.48,17.26,,22.02,,-0.08%,1.00,4.24,5.57%,3.32%,2.25%,,,,
1890.05,5.62,0.22,0.30,7.71,1890.37,3.49,199.08,7.79,590.78,10.48,31.09,17.79,,22.68,,0.15%,1.00,4.19,5.00%,3.71%,1.29%,,,,
1890.06,5.58,0.22,0.30,7.71,1890.46,3.50,197.66,7.79,588.50,10.45,31.11,17.68,,22.53,,0.36%,1.00,4.20,4.89%,3.86%,1.04%,,,,
1890.07,5.54,0.22,0.29,7.71,1890.54,3.52,196.25,7.79,586.21,10.42,31.13,17.59,,22.38,,0.38%,1.00,4.21,4.84%,3.74%,1.10%,,,,
1890.08,5.41,0.22,0.29,7.99,1890.62,3.54,184.80,7.51,553.88,10.02,30.03,16.60,,21.10,,1.06%,1.00,4.06,5.75%,4.26%,1.49%,,,,
1890.09,5.32,0.22,0.29,8.09,1890.71,3.55,179.59,7.43,540.12,9.87,29.70,16.17,,20.54,,1.22%,1.00,4.02,5.68%,4.27%,1.40%,,,,
1890.1,5.08,0.22,0.29,8.09,1890.79,3.57,171.48,7.43,517.61,9.85,29.72,15.48,,19.65,,1.48%,1.00,4.03,6.68%,4.42%,2.26%,,,,
1890.11,4.71,0.22,0.29,7.90,1890.87,3.59,162.83,7.61,493.39,10.05,30.46,14.75,,18.70,,1.45%,1.00,4.13,8.04%,4.18%,3.86%,,,,
1890.12,4.60,0.22,0.29,7.90,1890.96,3.60,159.02,7.61,483.79,10.03,30.50,14.44,,18.31,,1.47%,1.00,4.14,9.07%,4.33%,4.74%,,,,
1891.01,4.84,0.22,0.29,7.80,1891.04,3.62,169.36,7.70,517.19,10.29,31.44,15.43,,19.55,,0.99%,1.00,4.20,8.55%,4.08%,4.47%,,,,
1891.02,4.90,0.22,0.30,7.90,1891.12,3.62,169.39,7.61,519.23,10.31,31.61,15.48,,19.59,,1.00%,1.00,4.16,8.96%,4.33%,4.63%,,,,
1891.03,4.81,0.22,0.30,7.99,1891.21,3.62,164.30,7.51,505.54,10.33,31.79,15.05,,19.04,,1.30%,1.00,4.12,9.67%,4.44%,5.23%,,,,
1891.04,4.97,0.22,0.31,8.09,1891.29,3.62,167.77,7.43,518.12,10.35,31.97,15.41,,19.47,,1.16%,1.00,4.09,10.46%,4.69%,5.78%,,,,
1891.05,4.95,0.22,0.31,7.99,1891.37,3.61,169.08,7.51,524.11,10.62,32.91,15.57,,19.66,,1.08%,1.00,4.15,9.80%,4.55%,5.25%,,,,
1891.06,4.85,0.22,0.32,7.80,1891.46,3.61,169.71,7.70,528.03,11.02,34.29,15.66,,19.76,,0.81%,1.00,4.26,10.80%,4.29%,6.51%,,,,
1891.07,4.77,0.22,0.32,7.71,1891.54,3.61,168.97,7.79,527.76,11.31,35.32,15.62,,19.69,,0.61%,1.00,4.33,9.94%,4.02%,5.92%,,,,
1891.08,4.93,0.22,0.32,7.71,1891.62,3.61,174.64,7.79,547.49,11.45,35.90,16.16,,20.36,,0.20%,1.00,4.34,9.59%,3.88%,5.71%,,,,
1891.09,5.33,0.22,0.33,7.61,1891.71,3.61,191.17,7.89,601.37,11.75,36.95,17.71,,22.28,,-0.83%,1.00,4.41,8.41%,3.61%,4.80%,,,,
1891.1,5.33,0.22,0.33,7.61,1891.79,3.61,191.17,7.89,603.44,11.90,37.55,17.72,,22.26,,-0.92%,1.00,4.42,8.29%,3.60%,4.69%,,,,
1891.11,5.25,0.22,0.34,7.52,1891.87,3.60,190.68,7.99,604.00,12.20,38.63,17.67,,22.19,,-0.93%,1.00,4.49,8.41%,3.33%,5.08%,,,,
1891.12,5.41,0.22,0.34,7.52,1891.96,3.60,196.49,7.99,624.52,12.35,39.25,18.21,,22.83,,-1.10%,1.00,4.51,7.78%,3.20%,4.59%,,,,
1892.01,5.51,0.22,0.34,7.33,1892.04,3.60,205.32,8.26,654.77,12.76,40.70,19.02,,23.82,,-1.58%,1.00,4.64,7.66%,3.04%,4.62%,,,,
1892.02,5.52,0.22,0.35,7.33,1892.12,3.61,205.70,8.32,658.17,12.86,41.14,19.04,,23.81,,-1.69%,1.00,4.65,7.74%,3.04%,4.69%,,,,
1892.03,5.58,0.23,0.35,7.14,1892.21,3.63,213.48,8.61,685.37,13.29,42.68,19.74,,24.66,,-2.14%,1.00,4.78,7.35%,2.77%,4.58%,,,,
1892.04,5.57,0.23,0.35,7.04,1892.29,3.64,215.97,8.79,695.73,13.57,43.72,19.94,,24.88,,-2.42%,1.00,4.86,7.45%,2.51%,4.95%,,,,
1892.05,5.57,0.23,0.35,7.04,1892.37,3.65,215.97,8.85,698.11,13.67,44.18,19.91,,24.81,,-2.51%,1.00,4.87,7.30%,2.38%,4.91%,,,,
1892.06,5.54,0.23,0.36,7.04,1892.46,3.66,214.81,8.92,696.75,13.76,44.65,19.77,,24.60,,-2.58%,1.00,4.88,7.16%,2.26%,4.90%,,,,
1892.07,5.54,0.23,0.36,7.23,1892.54,3.68,209.16,8.75,680.78,13.50,43.93,19.21,,23.88,,-2.10%,1.00,4.76,7.69%,2.53%,5.15%,,,,
1892.08,5.62,0.23,0.36,7.33,1892.62,3.69,209.42,8.69,684.00,13.41,43.82,19.20,,23.85,,-2.07%,1.00,4.70,8.08%,2.79%,5.29%,,,,
1892.09,5.48,0.24,0.36,7.33,1892.71,3.70,204.21,8.76,669.35,13.51,44.28,18.69,,23.19,,-1.68%,1.00,4.71,8.25%,2.67%,5.58%,,,,
1892.1,5.59,0.24,0.37,7.33,1892.79,3.71,208.31,8.82,685.19,13.60,44.74,19.04,,23.60,,-1.70%,1.00,4.72,6.96%,1.97%,4.98%,,,,
1892.11,5.57,0.24,0.37,7.52,1892.87,3.73,202.31,8.66,667.83,13.35,44.06,18.46,,22.86,,-1.21%,1.00,4.61,7.20%,2.57%,4.63%,,,,
1892.12,5.51,0.24,0.37,7.61,1892.96,3.74,197.62,8.61,654.74,13.27,43.97,18.01,,22.28,,-0.87%,1.00,4.57,7.08%,2.59%,4.50%,,,,
1893.01,5.61,0.24,0.36,7.90,1893.04,3.75,193.94,8.32,644.83,12.47,41.47,17.66,,21.82,,-0.41%,1.00,4.41,7.70%,2.85%,4.85%,,,,
1893.02,5.51,0.24,0.35,7.99,1893.12,3.75,188.21,8.26,628.08,12.01,40.09,17.13,,21.15,,-0.21%,1.00,4.37,7.95%,2.96%,4.99%,,,,
1893.03,5.31,0.24,0.34,7.80,1893.21,3.74,185.81,8.49,622.41,11.98,40.15,16.90,,20.86,,-0.27%,1.00,4.49,8.02%,3.04%,4.98%,,,,
1893.04,5.31,0.24,0.33,7.71,1893.29,3.74,188.10,8.62,632.50,11.81,39.70,17.10,,21.10,,-0.36%,1.00,4.57,7.43%,2.90%,4.53%,,,,
1893.05,4.84,0.24,0.32,7.61,1893.37,3.73,173.59,8.76,586.17,11.63,39.26,15.78,,19.47,,0.11%,1.00,4.64,8.33%,2.99%,5.34%,,,,
1893.06,4.61,0.25,0.32,7.42,1893.46,3.73,169.58,9.01,575.17,11.59,39.30,15.42,,19.03,,0.30%,1.00,4.77,7.96%,2.72%,5.24%,,,,
1893.07,4.18,0.25,0.31,7.23,1893.54,3.73,157.81,9.28,537.87,11.55,39.35,14.35,,17.73,,0.73%,1.00,4.92,8.22%,2.44%,5.79%,,,,
1893.08,4.08,0.25,0.30,6.95,1893.62,3.72,160.37,9.70,549.33,11.66,39.95,14.59,,18.03,,0.23%,1.00,5.14,7.69%,2.01%,5.68%,,,,
1893.09,4.37,0.25,0.29,7.23,1893.71,3.72,164.99,9.34,567.82,10.85,37.36,15.01,,18.57,,0.53%,1.00,4.95,7.00%,2.29%,4.70%,,,,
1893.1,4.50,0.25,0.28,7.33,1893.79,3.71,167.69,9.25,579.77,10.37,35.86,15.27,,18.90,,0.55%,1.00,4.90,6.59%,2.53%,4.06%,,,,
1893.11,4.57,0.25,0.27,7.14,1893.87,3.71,174.84,9.53,607.24,10.30,35.77,15.94,,19.74,,0.13%,1.00,5.05,6.31%,2.37%,3.94%,,,,
1893.12,4.41,0.25,0.26,7.04,1893.96,3.70,171.00,9.69,596.70,10.08,35.18,15.61,,19.34,,0.03%,1.00,5.14,7.02%,2.22%,4.81%,,,,
1894.01,4.32,0.25,0.25,6.85,1894.04,3.70,172.16,9.83,603.62,10.03,35.17,15.74,,19.52,,-0.28%,1.00,5.30,6.88%,1.69%,5.19%,,,,
1894.02,4.38,0.24,0.24,6.76,1894.12,3.68,177.01,9.83,623.50,9.83,34.63,16.20,,20.11,,-0.58%,1.00,5.40,6.04%,1.29%,4.76%,,,,
1894.03,4.51,0.24,0.24,6.57,1894.21,3.66,187.55,9.98,663.54,9.77,34.57,17.19,,21.34,,-1.19%,1.00,5.58,5.52%,1.09%,4.43%,,,,
1894.04,4.57,0.24,0.23,6.57,1894.29,3.64,190.04,9.84,675.27,9.43,33.50,17.43,,21.66,,-1.05%,1.00,5.61,5.76%,1.18%,4.58%,,,,
1894.05,4.40,0.23,0.22,6.57,1894.37,3.62,182.97,9.70,653.02,9.08,32.40,16.81,,20.90,,-0.61%,1.00,5.63,6.18%,1.39%,4.79%,,,,
1894.06,4.34,0.23,0.21,6.57,1894.46,3.60,180.48,9.56,646.96,8.73,31.30,16.61,,20.66,,-0.52%,1.00,5.66,6.34%,1.37%,4.97%,,,,
